字,音,反切,聲母,韻母,聲調,開合口,攝,等第,,,,,,,,,,,,,,,,,,,i
隤,duai2,杜回,定,灰,平,合,蟹,一等,,,,,,,,,,,,,,,,,,,
罍,luai2,魯回,來,灰,平,合,蟹,一等,,,,,,,,,,,,,,,,,,,
兕,zi3,徐姊,邪,脂,上,開,止,三等,,,,,,,,,,,,,,,,,,,
觥,gan1,古橫,見,庚,平,合,梗,二等,,,,,,,,,,,,,,,,,,,
砠,tshv1,七余,清,魚,平,合,遇,三等,,,,,,,,,,,,,,,,,,,
矣,ii4,于紀,云,之,上,開,止,三等,,,,,,,,,,,,,,,,,,,
瘏,do2,同都,定,模,平,合,遇,一等,,,,,,,,,,,,,,,,,,,
痡,pho1,普胡,滂,模,平,合,遇,一等,,,,,,,,,,,,,,,,,,,
吁,hu1 uu5,況于,曉,虞,平,合,遇,三等,,,,,,,,,,,,,,,,,,,
吁,uu5,王遇,云,虞,去,合,遇,三等,,,,,,,,,,,,,,,,,,,
樛,giu1,居虯,見,幽,平,開,流,三等,,,,,,,,,,,,,,,,,,,
藟,lui3,力軌,來,脂,上,合,止,三等,,,,,,,,,,,,,,,,,,,
纍,lui2 lui5,力追,來,脂,平,合,止,三等,,,,,,,,,,,,,,,,,,,
纍,lui5,力遂,來,脂,去,合,止,三等,,,,,,,,,,,,,,,,,,,
綏,sui2,息遺,心,脂,平,合,止,三等,,,,,,,,,,,,,,,,,,,
螽,dzaong2,職戎,章,東,平,合,通,三等,,,,,,,,,,,,,,,,,,,
薨,han1,呼肱,曉,登,平,合,曾,一等,,,,,,,,,,,,,,,,,,,
蟄,dzip7,直立,澄,緝,入,開,深,三等,,,,,,,,,,,,,,,,,,,
蕡,vun2,符分,奉,文,平,合,臻,三等,,,,,,,,,,,,,,,,,,,
蓁,dzen1,側詵,莊,真,平,開,臻,三等,,,,,,,,,,,,,,,,,,,
罝,dza1,子邪,精,麻,平,開,假,三等,,,,,,,,,,,,,,,,,,,
椓,dzok7,竹角,知,覺,入,開,江,二等,,,,,,,,,,,,,,,,,,,
赳,giu1 giu3,居虯,見,幽,平,開,流,三等,,,,,,,,,,,,,,,,,,,
赳,giu3,居黝,見,幽,上,開,流,三等,,,,,,,,,,,,,,,,,,,
芣,viu2,縛謀,奉,尤,平,開,流,三等,,,,,,,,,,,,,,,,,,,
掇,duat7 dzuat7,丁括,端,末,入,合,山,一等,,,,,,,,,,,,,,,,,,,
掇,dzuat7,陟劣,知,薛,入,合,山,三等,,,,,,,,,,,,,,,,,,,
捋,luat7,郎括,來,末,入,合,山,一等,,,,,,,,,,,,,,,,,,,
袺,gat7 guat7,古黠,見,黠,入,開,山,二等,,,,,,,,,,,,,,,,,,,
袺,guat7,古屑,見,屑,入,開,山,四等,,,,,,,,,,,,,,,,,,,
襭,iat7,胡結,匣,屑,入,開,山,四等,,,,,,,,,,,,,,,,,,,
秣,muat8,莫撥,明,末,入,合,山,一等,,,,,,,,,,,,,,,,,,,
蔞,liu2 leu2,落侯,來,侯,平,開,流,一等,,,,,,,,,,,,,,,,,,,
蔞,lu2,力朱,來,虞,平,合,遇,三等,,,,,,,,,,,,,,,,,,,
蔞,lu3,力主,來,虞,上,合,遇,三等,,,,,,,,,,,,,,,,,,,
惄,neik7,奴歷,泥,錫,入,開,梗,四等,,,,,,,,,,,,,,,,,,,
飢,gi1,居夷,見,脂,平,開,止,三等,,,,,,,,,,,,,,,,,,,
遐,a2,胡加,匣,麻,平,開,假,二等,,,,,,,,,,,,,,,,,,,
魴,vong2,符方,奉,陽,平,合,宕,三等,,,,,,,,,,,,,,,,,,,
赬,tshan1,丑貞,徹,清,平,開,梗,三等,,,,,,,,,,,,,,,,,,,
燬,hui4,許委,曉,支,上,合,止,重钮三等,,,,,,,,,,,,,,,,,,,
麟,lien2,力珍,來,真,平,開,臻,三等,,,,,,,,,,,,,,,,,,,
蘩,vuan2,附袁,奉,元,平,合,山,三等,,,,,,,,,,,,,,,,,,,
沚,dzi4,諸市,章,之,上,開,止,三等,,,,,,,,,,,,,,,,,,,
僮,daong2,徒紅,定,東,平,合,通,一等,,,,,,,,,,,,,,,,,,,
夙,souk7,息逐,心,屋,入,合,通,三等,,,,,,,,,,,,,,,,,,,
祁,gi2,渠脂,群,脂,平,開,止,重钮三等,,,,,,,,,,,,,,,,,,,
喓,ieu1,於霄,影,宵,平,開,效,重钮四等,,,,,,,,,,,,,,,,,,,
趯,theik7,他歷,透,錫,入,開,梗,四等,縉雲話tie6,,,,,,,,,,,,,,,,,,
阜,viu3,房久,奉,尤,上,開,流,三等,,,,,,,,,,,,,,,,,,,
忡,tshaong1,敕中,徹,東,平,合,通,三等,,,,,,,,,,,,,,,,,,,
覯,geu6,古候,見,侯,去,開,流,一等,,,,,,,,,,,,,,,,,,,
蕨,guat7,居月,見,月,入,合,山,三等,,,,,,,,,,,,,,,,,,,
惙,dzuat7,陟劣,知,薛,入,合,山,三等,,,,,,,,,,,,,,,,,,,
苹,bian2,符兵,並,庚,平,開,梗,三等,,,,,,,,,,,,,,,,,,,
筥,gv3,居許,見,魚,上,合,遇,三等,,,,,,,,,,,,,,,,,,,
錡,gi2 gi4,渠羈,群,支,平,開,止,重钮三等,,,,,,,,,,,,,,,,,,,
錡,gi4,渠綺,群,支,上,開,止,重钮三等,,,,,,,,,,,,,,,,,,,
牖,iu4,與久,以,尤,上,開,流,三等,,,,,,,,,,,,,,,,,,,
芾,fi6 fut7,方味,非,微,去,合,止,三等,,,,,,,,,,,,,,,,,,,
芾,fut7,分勿,非,物,入,合,臻,三等,,,,,,,,,,,,,,,,,,,
芾,bai6,博蓋,幫,泰,去,開,蟹,一等,,,,,,,,,,,,,,,,,,,
翦,dzien4,即淺,精,仙,上,開,山,三等,,,,,,,,,,,,,,,,,,,
茇,buat7,北末,幫,末,入,合,山,一等,,,,,,,,,,,,,,,,,,,
憩,khei6,去例,溪,祭,去,開,蟹,重钮三等,,,,,,,,,,,,,,,,,,,
浥,ip8 ap8,於汲,影,緝,入,開,深,重钮三等,,,,,,,,,,,,,,,,,,,
浥,ap8,烏洽,影,洽,入,開,咸,二等,,,,,,,,,,,,,,,,,,,
浥,iap8,於業,影,業,入,開,咸,三等,,,,,,,,,,,,,,,,,,,
墉,iaong1,餘封,以,鍾,平,合,通,三等,,,,,,,,,,,,,,,,,,,
紽,da2,徒河,定,歌,平,開,果,一等,,,,,,,,,,,,,,,,,,,
緎,ueik7,雨逼,云,職,入,合,曾,三等,另有曉聲母,,,,,,,,,,,,,,,,,,
遑,ong2,胡光,匣,唐,平,合,宕,一等,,,,,,,,,,,,,,,,,,,
摽,bieu3 phieu1,符少,並,宵,上,開,效,重钮四等,,,,,,,,,,,,,,,,,,,
摽,phieu1,撫招,滂,宵,平,開,效,重钮四等,,,,,,,,,,,,,,,,,,,
摽,phieu3,匹妙,滂,宵,去,開,效,重钮四等,,,,,,,,,,,,,,,,,,,
迨,dai5,徒亥,定,咍,上,開,蟹,一等,,,,,,,,,,,,,,,,,,,
塈,hi6 gi6,許既,曉,微,去,開,止,三等,,,,,,,,,,,,,,,,,,,
塈,gi6,其冀,群,脂,去,開,止,重钮三等,,,,,,,,,,,,,,,,,,,
嘒,hei6,呼惠,曉,齊,去,合,蟹,四等,,,,,,,,,,,,,,,,,,,
昴,mao4,莫飽,明,肴,上,開,效,二等,,,,,,,,,,,,,,,,,,,
戊,mu5 meu5,莫候,明,侯,去,開,流,一等,,,,,,,,,,,,,,,,,,,
癸,gui4,居誄,見,脂,上,合,止,重钮四等,,,,,,,,,,,,,,,,,,,
寅,ien2 ,翼眞,以,真,平,開,臻,三等,,,,,,,,,,,,,,,,,,,
寅,ii2,以脂,以,脂,平,開,止,三等,,,,,,,,,,,,,,,,,,,
卯,mao3,莫飽,明,肴,上,開,效,二等,,,,,,,,,,,,,,,,,,,
巳,zi4 ii6,詳里,邪,之,上,開,止,三等,,,,,,,,,,,,,,,,,,,
巳,ii6,羊吏,以,之,去,開,止,三等,,,,,,,,,,,,,,,,,,,
酉,iu3,與久,以,尤,上,開,流,三等,,,,,,,,,,,,,,,,,,,
亢,khong6,苦浪,溪,唐,去,開,宕,一等,,,,,,,,,,,,,,,,,,,
氐,dzi1 dei1,丁尼,知,脂,平,開,止,三等,,,,,,,,,,,,,,,,,,,
氐,dei1,都奚,端,齊,平,開,蟹,四等,,,,,,,,,,,,,,,,,,,
貉,ok7 mak7,下各,匣,鐸,入,開,宕,一等,,,,,,,,,,,,,,,,,,,
貉,mak7,莫白,明,陌,入,開,梗,二等,,,,,,,,,,,,,,,,,,,
獬,ai3,胡買,匣,佳,上,開,蟹,二等,,,,,,,,,,,,,,,,,,,
貐,iu3,以主,以,虞,上,合,遇,三等,,,,,,,,,,,,,,,,,,,
奎,khuei2,苦圭,溪,齊,平,合,蟹,四等,,,,,,,,,,,,,,,,,,,
觜,dzui1 dzi1,姊規,精,支,平,合,止,三等,,,,,,,,,,,,,,,,,,,
觜,dzi1,即移,精,支,平,開,止,三等,,,,,,,,,,,,,,,,,,,
觜,dzui3,即委,精,支,上,合,止,三等,,,,,,,,,,,,,,,,,,,
犴,ngang1 ngang5,俄寒,疑,寒,平,開,山,一等,,,,,,,,,,,,,,,,,,,
犴,ngang5,五旰,疑,寒,去,開,山,一等,,,,,,,,,,,,,,,,,,,
獐,dzioong1,諸良,章,陽,平,開,宕,三等,,,,,,,,,,,,,,,,,,,
衾,khim1,去金,溪,侵,平,開,深,重钮三等,,,,,,,,,,,,,,,,,,,
裯,dzu2 dziu2,直誅,澄,虞,平,合,遇,三等,,,,,,,,,,,,,,,,,,,
裯,dau2,都牢,端,豪,平,開,效,一等,,,,,,,,,,,,,,,,,,,
裯,dziu2,直由,澄,尤,平,開,流,三等,,,,,,,,,,,,,,,,,,,
沱,da2,徒河,定,歌,平,開,果,一等,,,,,,,,,,,,,,,,,,,
麇,gun1,居筠,見,諄,平,合,臻,重钮三等,,,,,,,,,,,,,,,,,,,
朴,phok7,匹角,滂,覺,入,開,江,二等,,,,,,,,,,,,,,,,,,,
樕,souk7,桑谷,心,屋,入,合,通,一等,,,,,,,,,,,,,,,,,,,
帨,sei6,舒芮,書,祭,去,合,蟹,三等,,,,,,,,,,,,,,,,,,,
尨,mong2,莫江,明,江,平,開,江,二等,,,,,,,,,,,,,,,,,,,
襛,njaong2,而容,日,鍾,平,合,通,三等,,,,,,,,,,,,,,,,,,,
襛,naong2,女容,娘,鍾,平,合,通,三等,,,,,,,,,,,,,,,,,,,
棣,dei5,特計,定,齊,去,開,蟹,四等,,,,,,,,,,,,,,,,,,,
曷,at7,胡葛,匣,曷,入,開,山,一等,,,,,,,,,,,,,,,,,,,
雝,iaong1,於容,影,鍾,平,合,通,三等,,,,,,,,,,,,,,,,,,,
姬,gi1,居之,見,之,平,開,止,三等,,,,,,,,,,,,,,,,,,,
緡,mien2,武巾,明,真,平,開,臻,重钮三等,,,,,,,,,,,,,,,,,,,
騶,dziu1,側鳩,莊,尤,平,開,流,三等,,,,,,,,,,,,,,,,,,,
蒹,giem1,古甜,見,添,平,開,咸,四等,,,,,,,,,,,,,,,,,,,
葭,ga1,古牙,見,麻,平,開,假,二等,,,,,,,,,,,,,,,,,,,
豝,ba1,伯加,幫,麻,平,開,假,二等,,,,,,,,,,,,,,,,,,,
豵,dzaong1,子紅,精,東,平,合,通,一等,,,,,,,,,,,,,,,,,,,
邶,buai5,蒲昧,並,灰,去,合,蟹,一等,,,,,,,,,,,,,,,,,,,
汎,fam6,孚梵,敷,凡,去,合,咸,三等,,,,,,,,,,,,,,,,,,,
茹,njv2,人諸,日,魚,平,合,遇,三等,,,,,,,,,,,,,,,,,,,
愬,so6,桑故,心,模,去,合,遇,一等,,,,,,,,,,,,,,,,,,,
慍,un5,於問,影,文,去,合,臻,三等,,,,,,,,,,,,,,,,,,,
侮,mu3,文甫,微,虞,上,合,遇,三等,,,,,,,,,,,,,,,,,,,
闢,beik8,房益,並,昔,入,開,梗,三等,,,,,,,,,,,,,,,,,,,
迭,diat7,徒結,定,屑,入,開,山,四等,,,,,,,,,,,,,,,,,,,
俾,bi4,并弭,幫,支,上,開,止,重钮四等,,,,,,,,,,,,,,,,,,,
訧,iu2,羽求,云,尤,平,開,流,三等,,,,,,,,,,,,,,,,,,,
弗,fut7,分勿,非,物,入,合,臻,三等,,,,,,,,,,,,,,,,,,,
頏,ong2,胡郎,匣,唐,平,開,宕,一等,,,,,,,,,,,,,,,,,,,
佇,dzv3,直吕,澄,魚,上,合,遇,三等,,,,,,,,,,,,,,,,,,,
勗,hiok7,許玉,曉,燭,入,合,通,三等,,,,,,,,,,,,,,,,,,,
謔,hiok8,虚約,曉,藥,入,開,宕,三等,,,,,,,,,,,,,,,,,,,
霾,mai2,莫皆,明,皆,平,開,蟹,二等,,,,,,,,,,,,,,,,,,,
曀,ei5,於計,影,齊,去,開,蟹,四等,,,,,,,,,,,,,,,,,,,
嚏,dei6,都計,端,齊,去,開,蟹,四等,,,,,,,,,,,,,,,,,,,
盱,hu1,況于,曉,虞,平,合,遇,三等,,,,,,,,,,,,,,,,,,,
涸,hok7,下各,匣,鐸,入,開,宕,一等,自擬音加h聲母,,,,,,,,,,,,,,,,,,
愨,khok7,苦角,溪,覺,入,開,江,二等,,,,,,,,,,,,,,,,,,,
笏,huat7,呼骨,曉,没,入,合,臻,一等,,,,,,,,,,,,,,,,,,,
袂,mei6,彌弊,明,祭,去,開,蟹,重钮四等,,,,,,,,,,,,,,,,,,,
筵,ien2,以然,以,仙,平,開,山,三等,,,,,,,,,,,,,,,,,,,
梓,dzi4,即里,精,之,上,開,止,三等,,,,,,,,,,,,,,,,,,,
悸,gi5,其季,群,脂,去,合,止,重钮四等,,,,,,,,,,,,,,,,,,,
厓,ngai2,五佳,疑,佳,平,開,蟹,二等,,,,,,,,,,,,,,,,,,,
罄,khian6,苦定,溪,青,去,開,梗,四等,,,,,,,,,,,,,,,,,,,
縊,ei6 ii6,於計,影,齊,去,開,蟹,四等,,,,,,,,,,,,,,,,,,,
縊,ii6,於賜,影,支,去,開,止,重钮四等,,,,,,,,,,,,,,,,,,,
儀,ngi2,魚羈,疑,支,平,開,止,重钮三等,,,,,,,,,,,,,,,,,,,
磐,buang2,薄官,並,桓,平,合,山,一等,,,,,,,,,,,,,,,,,,,
拊,fu4,芳武,敷,虞,上,合,遇,三等,,,,,,,,,,,,,,,,,,,
丞,zan2,署陵,禪,蒸,平,開,曾,三等,,,,,,,,,,,,,,,,,,,
庚,gan1,古行,見,庚,平,開,梗,二等,,,,,,,,,,,,,,,,,,,
衿,gim1,居吟,見,侵,平,開,深,重钮三等,,,,,,,,,,,,,,,,,,,
呦,iu1,於虯,影,幽,平,開,流,三等,,,,,,,,,,,,,,,,,,,
阡,tshien1,蒼先,清,先,平,開,山,四等,,,,,,,,,,,,,,,,,,,
讌,ien5,於甸,影,先,去,開,山,四等,,,,,,,,,,,,,,,,,,,
匝,dzap7,子答,精,合,入,開,咸,一等,,,,,,,,,,,,,,,,,,,
佚,it7,夷質,以,質,入,開,臻,三等,,,,,,,,,,,,,,,,,,,
饌,zuen5,士戀,崇,仙,去,合,山,三等,另有上聲,,,,,,,,,,,,,,,,,,
岑,zim2,鋤針,崇,侵,平,開,深,三等,,,,,,,,,,,,,,,,,,,
裘,giu2,巨鳩,群,尤,平,開,流,三等,,,,,,,,,,,,,,,,,,,
蓑,sua1,蘇禾,心,戈,平,合,果,一等,,,,,,,,,,,,,,,,,,,
琵,bi2,房脂,並,脂,平,開,止,重钮四等,,,,,,,,,,,,,,,,,,,
琶,ba2,蒲巴,並,麻,平,開,假,二等,,,,,,,,,,,,,,,,,,,
暉,hui1,許歸,曉,微,平,合,止,三等,,,,,,,,,,,,,,,,,,,
仞,njen5,而振,日,真,去,開,臻,三等,,,,,,,,,,,,,,,,,,,
羌,khioong1,去羊,溪,陽,平,開,宕,三等,,,,,,,,,,,,,,,,,,,
鸛,guang6,古玩,見,桓,去,合,山,一等,,,,,,,,,,,,,,,,,,,
渭,ui5,于貴,云,微,去,合,止,三等,,,,,,,,,,,,,,,,,,,
柯,kha1,古俄,見,歌,平,開,果,一等,自擬音改為kh聲母,,,,,,,,,,,,,,,,,,
瀲,liem3,良冉,來,鹽,上,開,咸,三等,另有去聲,,,,,,,,,,,,,,,,,,
灩,iem5,以贍,以,鹽,去,開,咸,三等,,,,,,,,,,,,,,,,,,,
豚,dun2,徒渾,定,魂,平,合,臻,一等,,,,,,,,,,,,,,,,,,,
恣,dzi5,資四,精,脂,去,開,止,三等,,,,,,,,,,,,,,,,,,,
滁,dzv2,直魚,澄,魚,平,合,遇,三等,today,,,,,,,,,,,,,,,,,,
琊,ia2,以遮,以,麻,平,開,假,三等,,,,,,,,,,,,,,,,,,,
潺,zang2,士山,崇,山,平,開,山,二等,,,,,,,,,,,,,,,,,,,
潺,zien2,士連,崇,仙,平,開,山,三等,,,,,,,,,,,,,,,,,,,
霏,fi2,芳非,敷,微,平,合,止,三等,,,,,,,,,,,,,,,,,,,
瞑,mian2,莫經,明,青,平,開,梗,四等,,,,,,,,,,,,,,,,,,,
瞑,mien2,莫賢,明,先,平,開,山,四等,,,,,,,,,,,,,,,,,,,
擕,ei2,户圭,匣,齊,平,合,蟹,四等,,,,,,,,,,,,,,,,,,,
傴,u3,於武,影,虞,上,合,遇,三等,,,,,,,,,,,,,,,,,,,
僂,lu3,力主,來,虞,上,合,遇,三等,,,,,,,,,,,,,,,,,,,
僂,lu2 leu2,落侯,來,侯,平,開,流,一等,,,,,,,,,,,,,,,,,,,
僂,lu5 leu5,盧候,來,侯,去,開,流,一等,,,,,,,,,,,,,,,,,,,
冽,liat7,良薛,來,薛,入,開,山,三等,,,,,,,,,,,,,,,,,,,
蔌,souk7,桑谷,心,屋,入,合,通,一等,,,,,,,,,,,,,,,,,,,
弈,ieik8,羊益,以,昔,入,開,梗,三等,,,,,,,,,,,,,,,,,,,
翳,ei6,於計,影,齊,去,開,蟹,四等,,,,,,,,,,,,,,,,,,,
瀟,sio1,蘇彫,心,蕭,平,開,效,四等,,,,,,,,,,,,,,,,,,,
霪,im2,餘針,以,侵,平,開,深,三等,,,,,,,,,,,,,,,,,,,
楫,dziap7,即葉,精,葉,入,開,咸,三等,,,,,,,,,,,,,,,,,,,
讒,zam2,士咸,崇,咸,平,開,咸,二等,,,,,,,,,,,,,,,,,,,
芷,dzi4,諸市,章,之,上,開,止,三等,,,,,,,,,,,,,,,,,,,
怡,ii2,與之,以,之,平,開,止,三等,,,,,,,,,,,,,,,,,,,
偕,gai1,古諧,見,皆,平,開,蟹,二等,,,,,,,,,,,,,,,,,,,
耶,ia2,以遮,以,麻,平,開,假,三等,,,,,,,,,,,,,,,,,,,
洵,zun2,詳遵,邪,諄,平,合,臻,三等,,,,,,,,,,,,,,,,,,,
洵,sun2,相倫,心,諄,平,合,臻,三等,,,,,,,,,,,,,,,,,,,
厥,guat7,居月,見,月,入,合,山,三等,,,,,,,,,,,,,,,,,,,
厥,gut7,九物,見,物,入,合,臻,三等,,,,,,,,,,,,,,,,,,,
嬴,ian2,以成,以,清,平,開,梗,三等,,,,,,,,,,,,,,,,,,,
免,mien3,亡辨,明,仙,上,開,山,重钮三等,,,,,,,,,,,,,,,,,,,
洎,gi5,几利,見,脂,去,開,止,重钮三等,,,,,,,,,,,,,,,,,,,
誅,dzu1,陟輸,知,虞,平,合,遇,三等,,,,,,,,,,,,,,,,,,,
邯,am2,胡甘,匣,談,平,開,咸,一等,,,,,,,,,,,,,,,,,,,
邯,ang2,胡安,匣,寒,平,開,山,一等,,,,,,,,,,,,,,,,,,,
鄲,dang1,都寒,端,寒,平,開,山,一等,,,,,,,,,,,,,,,,,,,
殆,dai3,徒亥,定,咍,上,開,蟹,一等,,,,,,,,,,,,,,,,,,,
漉,louk7,盧谷,來,屋,入,合,通,一等,,,,,,,,,,,,,,,,,,,
葺,tship8,七入,清,緝,入,開,深,三等,,,,,,,,,,,,,,,,,,,
葺,dzhip8,子入,精,緝,入,開,深,三等,,,,,,,,,,,,,,,,,,,
垣,iuen2,雨元,云,元,平,合,山,三等,,,,,,,,,,,,,,,,,,,
楯,zun3,食尹,船,諄,上,合,臻,三等,,,,,,,,,,,,,,,,,,,
楯,zun2,詳遵,邪,諄,平,合,臻,三等,,,,,,,,,,,,,,,,,,,
楯,tshun2,丑倫,徹,諄,平,合,臻,三等,,,,,,,,,,,,,,,,,,,
兀,nguat7,五忽,疑,没,入,合,臻,一等,,,,,,,,,,,,,,,,,,,
庖,bao2,薄交,並,肴,平,開,效,二等,,,,,,,,,,,,,,,,,,,
嫗,u5,衣遇,影,虞,去,合,遇,三等,,,,,,,,,,,,,,,,,,,
婢,bi4,便俾,並,支,上,開,止,重钮四等,,,,,,,,,,,,,,,,,,,
妣,bi4,卑履,幫,脂,上,開,止,重钮四等,,,,,,,,,,,,,,,,,,,
妣,bi5,必至,幫,脂,去,開,止,重钮四等,,,,,,,,,,,,,,,,,,,
茲,dzi1,子之,精,之,平,開,止,三等,,,,,,,,,,,,,,,,,,,
呱,go1,古胡,見,模,平,合,遇,一等,,,,,,,,,,,,,,,,,,,
闔,ap7,胡臘,匣,盍,入,開,咸,一等,,,,,,,,,,,,,,,,,,,
隴,laong2,力踵,來,鍾,上,合,通,三等,,,,,,,,,,,,,,,,,,,
帛,bak7,傍陌,並,陌,入,開,梗,二等,,,,,,,,,,,,,,,,,,,
鵠,hok8,胡沃,匣,沃,入,合,通,一等,自擬音加h聲母,,,,,,,,,,,,,,,,,,
鵠,gok8,古沃,見,沃,入,合,通,一等,,,,,,,,,,,,,,,,,,,
舫,fong5,甫妄,非,陽,去,合,宕,三等,,,,,,,,,,,,,,,,,,,
舫,bong5,補曠,幫,唐,去,開,宕,一等,,,,,,,,,,,,,,,,,,,
幡,fuan1,孚袁,敷,元,平,合,山,三等,,,,,,,,,,,,,,,,,,,
婀,a1,於河,影,歌,平,開,果,一等,,,,,,,,,,,,,,,,,,,
躑,dzeik7,直炙,澄,昔,入,開,梗,三等,,,,,,,,,,,,,,,,,,,
躅,dzok7,直録,澄,燭,入,合,通,三等,,,,,,,,,,,,,,,,,,,
驄,tshaong1,倉紅,清,東,平,合,通,一等,,,,,,,,,,,,,,,,,,,
賫,dzei1,祖稽,精,齊,平,開,蟹,四等,,,,,,,,,,,,,,,,,,,
鮭,ai1,戸佳,匣,佳,平,開,蟹,二等,,,,,,,,,,,,,,,,,,,
鮭,gei1,古攜,見,齊,平,合,蟹,四等,,,,,,,,,,,,,,,,,,,
鮭,khei1,苦圭,溪,齊,平,合,蟹,四等,,,,,,,,,,,,,,,,,,,
綾,lian2,力膺,來,蒸,平,開,曾,三等,,,,,,,,,,,,,,,,,,,
晻,am3 iem3,烏感,影,覃,上,開,咸,一等,,,,,,,,,,,,,,,,,,,
晻,iem3,衣儉,影,鹽,上,開,咸,重钮三等,,,,,,,,,,,,,,,,,,,
嘆,thang6,他旦,透,寒,去,開,山,一等,,,,,,,,,,,,,,,,,,,
嘆,thang1,他干,透,寒,平,開,山,一等,,,,,,,,,,,,,,,,,,,
艷,iem6,以贍,以,鹽,去,開,咸,三等,,,,,,,,,,,,,,,,,,,
攬,lam3,盧敢,來,談,上,開,咸,一等,,,,,,,,,,,,,,,,,,,
彷,fong4 bong2,妃兩,敷,陽,上,合,宕,三等,,,,,,,,,,,,,,,,,,,
彷,bong2,步光,並,唐,平,開,宕,一等,,,,,,,,,,,,,,,,,,,
徨,ong2,胡光,匣,唐,平,合,宕,一等,,,,,,,,,,,,,,,,,,,
宨,thio4,土了,透,蕭,上,開,效,四等,,,,,,,,,,,,,,,,,,,
裊,nio3,尼了,泥,蕭,上,開,效,四等,,,,,,,,,,,,,,,,,,,
艫,lo2,落胡,來,模,平,合,遇,一等,,,,,,,,,,,,,,,,,,,
旌,dzian1,子盈,精,清,平,開,梗,三等,,,,,,,,,,,,,,,,,,,
釃,si1 sv1,所宜,生,支,平,開,止,三等,,,,,,,,,,,,,,,,,,,
釃,sv1,所葅,生,魚,平,合,遇,三等,,,,,,,,,,,,,,,,,,,
釃,si4,所綺,生,支,上,開,止,三等,,,,,,,,,,,,,,,,,,,
槊,sok8,所角,生,覺,入,開,江,二等,,,,,,,,,,,,,,,,,,,
闌,lang2,落干,來,寒,平,開,山,一等,,,,,,,,,,,,,,,,,,,
悁,iuen1,於縁,影,仙,平,合,山,重钮四等,,,,,,,,,,,,,,,,,,,
髦,mau2,莫袍,明,豪,平,開,效,一等,,,,,,,,,,,,,,,,,,,
徇,zun5,辭閏,邪,諄,去,合,臻,三等,,,,,,,,,,,,,,,,,,,
嗷,ngau2,五勞,疑,豪,平,開,效,一等,,,,,,,,,,,,,,,,,,,
曩,nong3,奴朗,泥,唐,上,開,宕,一等,,,,,,,,,,,,,,,,,,,
舠,dau1,都牢,端,豪,平,開,效,一等,,,,,,,,,,,,,,,,,,,
漵,zv4,徐吕,邪,魚,上,合,遇,三等,,,,,,,,,,,,,,,,,,,
邐,li3,力紙,來,支,上,開,止,三等,,,,,,,,,,,,,,,,,,,
迤,ii3,移爾,以,支,上,開,止,三等,,,,,,,,,,,,,,,,,,,
嶅,ngau2,五勞,疑,豪,平,開,效,一等,,,,,,,,,,,,,,,,,,,
鰲,ngau2,五勞,疑,豪,平,開,效,一等,,,,,,,,,,,,,,,,,,,
飆,bieu1,甫遙,幫,宵,平,開,效,重钮四等,,,,,,,,,,,,,,,,,,,
猱,nau2,奴刀,泥,豪,平,開,效,一等,,,,,,,,,,,,,,,,,,,
濠,au2,胡刀,匣,豪,平,開,效,一等,,,,,,,,,,,,,,,,,,,
櫺,lian2,郎丁,來,青,平,開,梗,四等,,,,,,,,,,,,,,,,,,,
芰,gi5,奇寄,群,支,去,開,止,重钮三等,,,,,,,,,,,,,,,,,,,
螯,ngau2,五勞,疑,豪,平,開,效,一等,,,,,,,,,,,,,,,,,,,
頤,ii2,與之,以,之,平,開,止,三等,,,,,,,,,,,,,,,,,,,
爨,tshuang6,七亂,清,桓,去,合,山,一等,,,,,,,,,,,,,,,,,,,
枻,iei5,餘制,以,祭,去,開,蟹,三等,,,,,,,,,,,,,,,,,,,
韜,thau1,土刀,透,豪,平,開,效,一等,,,,,,,,,,,,,,,,,,,
戢,dzeik7,阻力,莊,緝,入,開,深,三等,,,,,,,,,,,,,,,,,,,
艚,zau2,昨勞,從,豪,平,開,效,一等,,,,,,,,,,,,,,,,,,,
翱,ngau2,五勞,疑,豪,平,開,效,一等,,,,,,,,,,,,,,,,,,,
颾,sau1,蘇遭,心,豪,平,開,效,一等,,,,,,,,,,,,,,,,,,,
嗥,au2,胡刀,匣,豪,平,開,效,一等,,,,,,,,,,,,,,,,,,,
縶,dzeik7,陟立,知,緝,入,開,深,三等,,,,,,,,,,,,,,,,,,,
輶,iu2,以周,以,尤,平,開,流,三等,,,,,,,,,,,,,,,,,,,
輶,iu3,與久,以,尤,上,開,流,三等,,,,,,,,,,,,,,,,,,,
輶,iu5,余救,以,尤,去,開,流,三等,,,,,,,,,,,,,,,,,,,
彘,dzei6,直例,澄,祭,去,開,蟹,三等,,,,,,,,,,,,,,,,,,,
遁,dun5,徒困,定,魂,去,合,臻,一等,,,,,,,,,,,,,,,,,,,
遁,dun3,徒損,定,魂,上,合,臻,一等,,,,,,,,,,,,,,,,,,,
鞬,gien1,居言,見,元,平,開,山,三等,,,,,,,,,,,,,,,,,,,
櫜,gau1,古勞,見,豪,平,開,效,一等,,,,,,,,,,,,,,,,,,,
岷,mjen,武巾,明,真,平,開,臻,重钮三等,,,,,,,,,,,,,,,,,,,
鏖,au2,於刀,影,豪,平,開,效,一等,,,,,,,,,,,,,,,,,,,
