#现代汉语语料库词语频率表;;;;
#语料规模:2000万字;;;;
#只列入出现次数大于50次的词;;;;
#下载自www.cncorpus.org语料库在线网站;;;;
;;;;
;;;;
id;词语;出现次数;频率（%）;累积频率（%）
7766;女婿;117;0.0012;84.9538
7767;打架;117;0.0012;84.9574
7768;世上;117;0.0012;84.9514
7769;算出;117;0.0012;84.9502
7770;进化论;117;0.0012;84.949
7771;没事;117;0.0012;84.9478
7772;可贵;117;0.0012;84.9466
7773;无效;117;0.0012;84.9454
7774;春风;117;0.0012;84.9442
7775;说罢;117;0.0012;84.955
7776;一则;117;0.0012;84.9586
7777;不甚;117;0.0012;84.9598
7778;混淆;117;0.0012;84.961
7779;敞开;117;0.0012;84.9622
7780;风雪;117;0.0012;84.9634
7781;祝;117;0.0012;84.9646
7782;冷笑;117;0.0012;84.9658
7783;航海;117;0.0012;84.967
7784;进取;117;0.0012;84.9682
7785;亚里士多德;117;0.0012;84.9694
7786;朱德;117;0.0012;84.9706
7787;亦即;117;0.0012;84.9718
7788;布满;116;0.0012;85.0342
7789;消亡;116;0.0012;85.0354
7790;捕捞;116;0.0012;85.0366
7791;贝多芬;116;0.0012;85.0378
7792;陆军;116;0.0012;85.0474
7793;夺得;116;0.0012;85.039
7794;极少数;116;0.0012;85.0318
7795;评选;116;0.0012;85.0402
7796;谁知道;116;0.0012;85.0414
7797;稻谷;116;0.0012;85.0426
7798;爱上;116;0.0012;85.0438
7799;脑海;116;0.0012;85.0486
7800;上海市;116;0.0012;85.057
7801;资产阶级革命;116;0.0012;85.0558
7802;外出;116;0.0012;85.0546
7803;现今;116;0.0012;85.0534
7804;老朋友;116;0.0012;85.0522
7805;康有为;116;0.0012;85.045
7806;路过;116;0.0012;85.051
7807;调解;116;0.0012;85.0498
7808;响亮;116;0.0012;85.0462
7809;跟随;116;0.0012;85.0294
7810;寂静;116;0.0012;85.0282
7811;奴役;116;0.0012;85.033
7812;证书;116;0.0012;85.0162
7813;大方;116;0.0012;85.0114
7814;亦可;116;0.0012;85.0126
7815;隋;116;0.0012;85.0174
7816;预料;116;0.0012;85.0102
7817;容许;116;0.0012;85.009
7818;曹志道;116;0.0012;85.0078
7819;生病;116;0.0012;85.0066
7820;国民政府;116;0.0012;85.0138
7821;深切;116;0.0012;85.0186
7822;大寨;116;0.0012;85.0198
7823;附加;116;0.0012;85.021
7824;光子;116;0.0012;85.0222
7825;酝酿;116;0.0012;85.0234
7826;蜡;116;0.0012;85.0306
7827;境地;116;0.0012;85.0246
7828;棺材;116;0.0012;85.015
7829;成虫;116;0.0012;85.0258
7830;横向;116;0.0012;85.027
7831;跟踪;115;0.0012;85.1194
7832;陈二虎;115;0.0012;85.093
7833;照耀;115;0.0012;85.0942
7834;索性;115;0.0012;85.0954
7835;匪;115;0.0012;85.0966
7836;专利;115;0.0012;85.0978
7837;船只;115;0.0012;85.1086
7838;语境;115;0.0012;85.099
7839;疑;115;0.0012;85.0906
7840;顶端;115;0.0012;85.1002
7841;荷;115;0.0012;85.1014
7842;西风;115;0.0012;85.1026
7843;场地;115;0.0012;85.1038
7844;头痛;115;0.0012;85.105
7845;禁不住;115;0.0012;85.1062
7846;掉下;115;0.0012;85.111
7847;反面;115;0.0012;85.123
7848;岸上;115;0.0012;85.1206
7849;伴奏;115;0.0012;85.1182
7850;风速;115;0.0012;85.117
7851;表彰;115;0.0012;85.1158
7852;联营;115;0.0012;85.1146
7853;样儿;115;0.0012;85.1134
7854;动静;115;0.0012;85.1122
7855;淋;115;0.0012;85.1074
7856;去过;115;0.0012;85.1098
7857;倚;115;0.0012;85.0918
7858;海关;115;0.0012;85.0882
7859;越冬;115;0.0012;85.0582
7860;水文;115;0.0012;85.069
7861;雇;115;0.0012;85.0726
7862;未免;115;0.0012;85.0678
7863;茫然;115;0.0012;85.0666
7864;提示;115;0.0012;85.0654
7865;双重;115;0.0012;85.0606
7866;抽烟;115;0.0012;85.063
7867;咀嚼;115;0.0012;85.087
7868;驱;115;0.0012;85.0618
7869;长征;115;0.0012;85.1218
7870;恐;115;0.0012;85.0642
7871;侦查;115;0.0012;85.0594
7872;一瞬间;115;0.0012;85.0702
7873;坐到;115;0.0012;85.0738
7874;小球;115;0.0012;85.075
7875;白白;115;0.0012;85.0762
7876;滤;115;0.0012;85.0774
7877;狭隘;115;0.0012;85.0786
7878;租界;115;0.0012;85.0798
7879;开除;115;0.0012;85.081
7880;享;115;0.0012;85.0822
7881;光电;115;0.0012;85.0834
7882;直立;115;0.0012;85.0846
7883;东海;115;0.0012;85.0894
7884;加之;115;0.0012;85.0858
7885;蹬;115;0.0012;85.0714
7886;看书;114;0.0012;85.1806
7887;再不;114;0.0012;85.1794
7888;出动;114;0.0012;85.1782
7889;举例;114;0.0012;85.1842
7890;坦白;114;0.0012;85.1758
7891;蛮;114;0.0012;85.1734
7892;民主政治;114;0.0012;85.1638
7893;炎热;114;0.0012;85.1722
7894;逃跑;114;0.0012;85.1818
7895;鹰;114;0.0012;85.1698
7896;褐色;114;0.0012;85.1686
7897;猪肉;114;0.0012;85.1674
7898;迎面;114;0.0012;85.1662
7899;定为;114;0.0012;85.165
7900;陶冶;114;0.0012;85.171
7901;洞口;114;0.0012;85.1854
7902;常年;114;0.0012;85.2022
7903;笔者;114;0.0012;85.1926
7904;器材;114;0.0012;85.1986
7905;落地;114;0.0012;85.1974
7906;调剂;114;0.0012;85.1962
7907;乘客;114;0.0012;85.195
7908;私营;114;0.0012;85.1938
7909;会员;114;0.0012;85.1998
7910;红楼梦;114;0.0012;85.1914
7911;山峰;114;0.0012;85.1902
7912;人造卫星;114;0.0012;85.189
7913;叉;114;0.0012;85.1878
7914;升华;114;0.0012;85.183
7915;唐朝;114;0.0012;85.1458
7916;促成;114;0.0012;85.1866
7917;极度;114;0.0012;85.177
7918;外商;114;0.0012;85.201
7919;候;114;0.0012;85.1746
7920;搬运;114;0.0012;85.1482
7921;廉价;114;0.0012;85.135
7922;肩头;114;0.0012;85.1386
7923;打起;114;0.0012;85.1242
7924;讲解;114;0.0012;85.1362
7925;仰;114;0.0012;85.141
7926;购销;114;0.0012;85.1338
7927;仓;114;0.0012;85.1326
7928;烈火;114;0.0012;85.1314
7929;全军;114;0.0012;85.1302
7930;林子;114;0.0012;85.129
7931;参数;114;0.0012;85.1278
7932;亲密;114;0.0012;85.1266
7933;给出;114;0.0012;85.1254
7934;中农;114;0.0012;85.1374
7935;相距;114;0.0012;85.153
7936;必要条件;114;0.0012;85.1614
7937;跃;114;0.0012;85.1602
7938;皱纹;114;0.0012;85.159
7939;精华;114;0.0012;85.1578
7940;降到;114;0.0012;85.1566
7941;以求;114;0.0012;85.1554
7942;下山;114;0.0012;85.1542
7943;熔点;114;0.0012;85.1422
7944;以色列;114;0.0012;85.1518
7945;稻田;114;0.0012;85.1626
7946;有机体;114;0.0012;85.1494
7947;上诉;114;0.0012;85.1506
7948;蔓延;114;0.0012;85.147
7949;蜜;114;0.0012;85.1398
7950;其后;114;0.0012;85.1446
7951;啄木鸟;114;0.0012;85.1434
7952;成语;113;0.0012;85.2322
7953;纵队;113;0.0012;85.2334
7954;选取;113;0.0012;85.2346
7955;没落;113;0.0012;85.2358
7956;优惠;113;0.0012;85.237
7957;生物体;113;0.0012;85.2382
7958;敌军;113;0.0012;85.2394
7959;揭发;113;0.0012;85.2406
7960;螺旋;113;0.0012;85.2418
7961;管道;113;0.0012;85.243
7962;定型;113;0.0012;85.2466
7963;叫喊;113;0.0012;85.2562
7964;扰动;113;0.0012;85.255
7965;免得;113;0.0012;85.2538
7966;僧侣;113;0.0012;85.2526
7967;径流;113;0.0012;85.2514
7968;天主教;113;0.0012;85.2502
7969;风力;113;0.0012;85.2442
7970;音调;113;0.0012;85.2478
7971;纳税;113;0.0012;85.2574
7972;树下;113;0.0012;85.2454
7973;热水;113;0.0012;85.249
7974;南朝鲜;113;0.0012;85.2298
7975;重叠;113;0.0012;85.2274
7976;强盗;113;0.0012;85.2118
7977;泥沙;113;0.0012;85.2106
7978;每种;113;0.0012;85.2082
7979;饼;113;0.0012;85.2094
7980;辣椒;113;0.0012;85.231
7981;瓦解;113;0.0012;85.207
7982;自觉性;113;0.0012;85.2058
7983;浆;113;0.0012;85.2046
7984;世俗;113;0.0012;85.2034
7985;全厂;113;0.0012;85.213
7986;偏离;113;0.0012;85.2166
7987;发芽;113;0.0012;85.2178
7988;脆;113;0.0012;85.219
7989;虚伪;113;0.0012;85.2202
7990;唯物辩证法;113;0.0012;85.2214
7991;栏;113;0.0012;85.2226
7992;憋;113;0.0012;85.2238
7993;牛奶;113;0.0012;85.2286
7994;大山;113;0.0012;85.225
7995;作好;113;0.0012;85.2142
7996;同步;113;0.0012;85.2262
7997;民歌;113;0.0012;85.2154
7998;料到;112;0.0012;85.2898
7999;滩;112;0.0012;85.2934
8000;观赏;112;0.0012;85.2946
8001;不可分割;112;0.0012;85.2958
8002;翅;112;0.0012;85.297
8003;请示;112;0.0012;85.309
8004;寺院;112;0.0012;85.2982
8005;倾向性;112;0.0012;85.2886
8006;细长;112;0.0012;85.2994
8007;遗传学;112;0.0012;85.3006
8008;跳出;112;0.0012;85.3018
8009;失踪;112;0.0012;85.303
8010;测试;112;0.0012;85.3042
8011;授;112;0.0012;85.3102
8012;凭着;112;0.0012;85.3186
8013;逻辑思维;112;0.0012;85.3174
8014;甘肃;112;0.0012;85.3162
8015;文化教育;112;0.0012;85.315
8016;公安局;112;0.0012;85.3138
8017;乡亲们;112;0.0012;85.3054
8018;精彩;112;0.0012;85.3126
8019;美观;112;0.0012;85.3114
8020;军警;112;0.0012;85.3078
8021;辫子;112;0.0012;85.3066
8022;毫克;112;0.0012;85.2922
8023;奥地利;112;0.0012;85.285
8024;后人;112;0.0012;85.2694
8025;菩萨;112;0.0012;85.2718
8026;土耳其;112;0.0012;85.2862
8027;近年;112;0.0012;85.267
8028;迹;112;0.0012;85.291
8029;争吵;112;0.0012;85.2658
8030;革命家;112;0.0012;85.2646
8031;攀;112;0.0012;85.2634
8032;水蒸气;112;0.0012;85.2622
8033;第七;112;0.0012;85.261
8034;滑动;112;0.0012;85.2598
8035;多样性;112;0.0012;85.2586
8036;咖啡;112;0.0012;85.2682
8037;售价;112;0.0012;85.273
8038;骨骼;112;0.0012;85.2742
8039;走开;112;0.0012;85.2754
8040;哺乳动物;112;0.0012;85.2766
8041;一回事;112;0.0012;85.2778
8042;盒子;112;0.0012;85.2874
8043;构图;112;0.0012;85.2802
8044;男孩子;112;0.0012;85.2706
8045;他妈的;112;0.0012;85.2814
8046;饿死;112;0.0012;85.2826
8047;鉴于;112;0.0012;85.2838
8048;冒出;112;0.0012;85.279
8049;贝;111;0.0012;85.3714
8050;顶上;111;0.0012;85.3666
8051;肥沃;111;0.0012;85.3702
8052;做事;111;0.0012;85.369
8053;开动;111;0.0012;85.3678
8054;带回;111;0.0012;85.357
8055;三十五;111;0.0012;85.3654
8056;诗意;111;0.0012;85.375
8057;土地改革;111;0.0012;85.363
8058;惊动;111;0.0012;85.3618
8059;赞同;111;0.0012;85.3606
8060;有道理;111;0.0012;85.3594
8061;美人;111;0.0012;85.3582
8062;样本;111;0.0012;85.3642
8063;库存;111;0.0012;85.3774
8064;这下;111;0.0012;85.3942
8065;罚款;111;0.0012;85.3918
8066;好朋友;111;0.0012;85.3906
8067;屏;111;0.0012;85.3894
8068;共产党人;111;0.0012;85.3882
8069;转过身;111;0.0012;85.387
8070;小资产阶级;111;0.0012;85.3858
8071;笑脸;111;0.0012;85.393
8072;下属;111;0.0012;85.3846
8073;乌云;111;0.0012;85.3834
8074;有序;111;0.0012;85.3822
8075;遗址;111;0.0012;85.381
8076;时光;111;0.0012;85.3798
8077;挽;111;0.0012;85.3786
8078;历;111;0.0012;85.3762
8079;保管;111;0.0012;85.3726
8080;望见;111;0.0012;85.3402
8081;包干;111;0.0012;85.3318
8082;餐厅;111;0.0012;85.333
8083;下车;111;0.0012;85.321
8084;越发;111;0.0012;85.339
8085;寨;111;0.0012;85.3306
8086;抚;111;0.0012;85.3738
8087;搂;111;0.0012;85.3294
8088;母体;111;0.0012;85.3282
8089;制裁;111;0.0012;85.3222
8090;会谈;111;0.0012;85.3258
8091;针灸;111;0.0012;85.3246
8092;维修;111;0.0012;85.327
8093;政治部;111;0.0012;85.3198
8094;柄;111;0.0012;85.3234
8095;碰撞;111;0.0012;85.3342
8096;沉积物;111;0.0012;85.3474
8097;彭;111;0.0012;85.3546
8098;映;111;0.0012;85.3534
8099;统称;111;0.0012;85.3522
8100;摹仿;111;0.0012;85.351
8101;坏事;111;0.0012;85.3498
8102;生日;111;0.0012;85.3486
8103;逗;111;0.0012;85.3378
8104;犁;111;0.0012;85.3462
8105;微米;111;0.0012;85.3558
8106;外科;111;0.0012;85.3438
8107;投机;111;0.0012;85.345
8108;埋头;111;0.0012;85.3426
8109;夸大;111;0.0012;85.3354
8110;重建;111;0.0012;85.3414
8111;终究;111;0.0012;85.3366
8112;艺术品;110;0.0012;85.4326
8113;欣赏者;110;0.0012;85.4302
8114;过年;110;0.0012;85.435
8115;光泽;110;0.0012;85.4362
8116;扩建;110;0.0012;85.4374
8117;历程;110;0.0012;85.4386
8118;罗马尼亚;110;0.0012;85.4398
8119;吻;110;0.0012;85.441
8120;察;110;0.0012;85.4422
8121;夏克明;110;0.0012;85.4434
8122;田文中;110;0.0012;85.4446
8123;能为;110;0.0012;85.4458
8124;条款;110;0.0012;85.447
8125;陈述;110;0.0012;85.4494
8126;灾害;110;0.0012;85.4638
8127;哭声;110;0.0012;85.4614
8128;苦笑;110;0.0012;85.4602
8129;飞去;110;0.0012;85.459
8130;勤奋;110;0.0012;85.4578
8131;创建;110;0.0012;85.4566
8132;无聊;110;0.0012;85.4626
8133;寺;110;0.0012;85.4554
8134;嫁给;110;0.0012;85.4542
8135;成因;110;0.0012;85.453
8136;石子;110;0.0012;85.4518
8137;油田;110;0.0012;85.4122
8138;指头;110;0.0012;85.4482
8139;当选;110;0.0012;85.4314
8140;诸葛亮;110;0.0012;85.4506
8141;衰落;110;0.0012;85.4338
8142;集资;110;0.0012;85.4134
8143;葡萄糖;110;0.0012;85.405
8144;详;110;0.0012;85.3954
8145;水肿;110;0.0012;85.4062
8146;张作霖;110;0.0012;85.4098
8147;桃;110;0.0012;85.4038
8148;昔日;110;0.0012;85.4026
8149;小河;110;0.0012;85.4014
8150;胆;110;0.0012;85.4002
8151;胸膛;110;0.0012;85.399
8152;老太婆;110;0.0012;85.3978
8153;增殖;110;0.0012;85.3966
8154;变态;110;0.0012;85.4074
8155;肥皂;110;0.0012;85.4206
8156;政治制度;110;0.0012;85.4278
8157;献给;110;0.0012;85.4266
8158;欢呼;110;0.0012;85.4254
8159;责备;110;0.0012;85.4242
8160;舞蹈家;110;0.0012;85.423
8161;尘;110;0.0012;85.4182
8162;政治学;110;0.0012;85.411
8163;之于;110;0.0012;85.4086
8164;飞舞;110;0.0012;85.4194
8165;选择性;110;0.0012;85.429
8166;往事;110;0.0012;85.417
8167;纱;110;0.0012;85.4158
8168;彼;110;0.0012;85.4146
8169;晚年;110;0.0012;85.4218
8170;誉为;109;0.0011;85.5067
8171;月底;109;0.0011;85.4946
8172;腐;109;0.0011;85.4935
8173;总经理;109;0.0011;85.4957
8174;圈子;109;0.0011;85.4968
8175;陪着;109;0.0011;85.4979
8176;赔;109;0.0011;85.499
8177;解放战争;109;0.0011;85.5001
8178;剧种;109;0.0011;85.5012
8179;学好;109;0.0011;85.5023
8180;没办法;109;0.0011;85.5034
8181;纯净;109;0.0011;85.5056
8182;汉口;109;0.0011;85.5078
8183;新加坡;109;0.0011;85.5122
8184;停滞;109;0.0011;85.5221
8185;乌龟;109;0.0011;85.521
8186;无所;109;0.0011;85.5199
8187;迎着;109;0.0011;85.5188
8188;身分;109;0.0011;85.5177
8189;不久前;109;0.0011;85.5166
8190;一氧化碳;109;0.0011;85.5155
8191;老爹;109;0.0011;85.5089
8192;推算;109;0.0011;85.5133
8193;阻挡;109;0.0011;85.5232
8194;重心;109;0.0011;85.5111
8195;机车;109;0.0011;85.5144
8196;年内;109;0.0011;85.51
8197;传教士;109;0.0011;85.4913
8198;等同;109;0.0011;85.4726
8199;比利时;109;0.0011;85.4748
8200;伙计;109;0.0011;85.4649
8201;相对于;109;0.0011;85.4737
8202;仙;109;0.0011;85.4781
8203;废物;109;0.0011;85.4715
8204;分子式;109;0.0011;85.4704
8205;殖民;109;0.0011;85.4693
8206;此事;109;0.0011;85.4682
8207;芦苇;109;0.0011;85.4671
8208;名单;109;0.0011;85.466
8209;胖子;109;0.0011;85.4759
8210;明朝;109;0.0011;85.4792
8211;磁铁;109;0.0011;85.4847
8212;数额;109;0.0011;85.4803
8213;不明;109;0.0011;85.5045
8214;就此;109;0.0011;85.4814
8215;渴;109;0.0011;85.4825
8216;撕;109;0.0011;85.4836
8217;一九七八;109;0.0011;85.4924
8218;恐慌;109;0.0011;85.4858
8219;松鼠;109;0.0011;85.477
8220;储量;109;0.0011;85.4869
8221;幼儿园;109;0.0011;85.488
8222;务;109;0.0011;85.4891
8223;太平天国;109;0.0011;85.4902
8224;瓣;108;0.0011;85.5628
8225;个子;108;0.0011;85.5562
8226;岭;108;0.0011;85.5573
8227;互补;108;0.0011;85.5584
8228;视察;108;0.0011;85.5595
8229;急促;108;0.0011;85.5606
8230;水位;108;0.0011;85.5705
8231;施用;108;0.0011;85.5617
8232;物种;108;0.0011;85.5529
8233;尽是;108;0.0011;85.5639
8234;拱;108;0.0011;85.565
8235;推断;108;0.0011;85.5661
8236;牧场;108;0.0011;85.5672
8237;排放;108;0.0011;85.5683
8238;创造力;108;0.0011;85.5716
8239;小屋;108;0.0011;85.5815
8240;站起身;108;0.0011;85.5804
8241;上市;108;0.0011;85.5793
8242;合力;108;0.0011;85.5782
8243;甚至于;108;0.0011;85.5771
8244;动脉;108;0.0011;85.576
8245;快慢;108;0.0011;85.5749
8246;苍蝇;108;0.0011;85.5694
8247;生死;108;0.0011;85.5727
8248;服饰;108;0.0011;85.5826
8249;农奴;108;0.0011;85.5738
8250;底层;108;0.0011;85.5551
8251;昏迷;108;0.0011;85.5507
8252;仇;108;0.0011;85.5496
8253;狠;108;0.0011;85.554
8254;旅长;108;0.0011;85.5353
8255;孔雀;108;0.0011;85.5375
8256;盛有;108;0.0011;85.5331
8257;赖以;108;0.0011;85.532
8258;电视台;108;0.0011;85.5309
8259;电容器;108;0.0011;85.5298
8260;医务;108;0.0011;85.5287
8261;代理;108;0.0011;85.5276
8262;请来;108;0.0011;85.5265
8263;肃清;108;0.0011;85.5254
8264;哈哈大笑;108;0.0011;85.5243
8265;高出;108;0.0011;85.5342
8266;指点;108;0.0011;85.5386
8267;美育;108;0.0011;85.5397
8268;疗效;108;0.0011;85.5408
8269;琴;108;0.0011;85.5419
8270;看完;108;0.0011;85.543
8271;喊叫;108;0.0011;85.5518
8272;陕北;108;0.0011;85.5441
8273;茫茫;108;0.0011;85.5364
8274;成群;108;0.0011;85.5452
8275;丑恶;108;0.0011;85.5463
8276;玩意;108;0.0011;85.5474
8277;平地;108;0.0011;85.5485
8278;圆圆;107;0.0011;85.642
8279;相识;107;0.0011;85.6343
8280;相传;107;0.0011;85.6321
8281;壮丽;107;0.0011;85.631
8282;更换;107;0.0011;85.6299
8283;丰满;107;0.0011;85.6288
8284;根系;107;0.0011;85.6277
8285;议;107;0.0011;85.6178
8286;贾;107;0.0011;85.6365
8287;示意;107;0.0011;85.6255
8288;从实际出发;107;0.0011;85.6266
8289;简便;107;0.0011;85.6233
8290;厂家;107;0.0011;85.6222
8291;赞赏;107;0.0011;85.6211
8292;剧团;107;0.0011;85.62
8293;不一;107;0.0011;85.6189
8294;掩;107;0.0011;85.6244
8295;掩饰;107;0.0011;85.6387
8296;嘲笑;107;0.0011;85.653
8297;妄图;107;0.0011;85.6519
8298;好似;107;0.0011;85.6508
8299;辛亥革命;107;0.0011;85.6497
8300;学到;107;0.0011;85.6486
8301;鲤鱼;107;0.0011;85.6475
8302;顽固;107;0.0011;85.6464
8303;冷水;107;0.0011;85.6453
8304;黎明;107;0.0011;85.6431
8305;过日子;107;0.0011;85.6409
8306;万万;107;0.0011;85.6398
8307;主教;107;0.0011;85.6354
8308;模;107;0.0011;85.6376
8309;偏向;107;0.0011;85.6332
8310;高校;107;0.0011;85.6024
8311;平均主义;107;0.0011;85.5991
8312;清新;107;0.0011;85.5969
8313;互为;107;0.0011;85.5958
8314;推向;107;0.0011;85.6013
8315;难看;107;0.0011;85.5947
8316;请教;107;0.0011;85.6442
8317;瀑布;107;0.0011;85.5936
8318;订货;107;0.0011;85.5925
8319;难忘;107;0.0011;85.5914
8320;丘陵;107;0.0011;85.5848
8321;派出所;107;0.0011;85.5903
8322;探测;107;0.0011;85.5892
8323;唯物论;107;0.0011;85.5881
8324;脚印;107;0.0011;85.587
8325;鲨鱼;107;0.0011;85.5859
8326;大步;107;0.0011;85.5837
8327;陶醉;107;0.0011;85.598
8328;大面积;107;0.0011;85.609
8329;拴;107;0.0011;85.6156
8330;契约;107;0.0011;85.6145
8331;衔接;107;0.0011;85.6134
8332;花卉;107;0.0011;85.6123
8333;期货;107;0.0011;85.6112
8334;植物体;107;0.0011;85.6101
8335;指挥部;107;0.0011;85.6002
8336;去掉;107;0.0011;85.6079
8337;大米;107;0.0011;85.6167
8338;悲痛;107;0.0011;85.6057
8339;点心;107;0.0011;85.6046
8340;势能;107;0.0011;85.6068
8341;做工;107;0.0011;85.6035
8342;张望;106;0.0011;85.7091
8343;呼啸;106;0.0011;85.7047
8344;乐意;106;0.0011;85.6992
8345;拒;106;0.0011;85.7025
8346;猜想;106;0.0011;85.7014
8347;呻吟;106;0.0011;85.7003
8348;拨款;106;0.0011;85.6904
8349;低下头;106;0.0011;85.6981
8350;考古;106;0.0011;85.7069
8351;也可以说;106;0.0011;85.6959
8352;雨点;106;0.0011;85.6948
8353;宿;106;0.0011;85.6937
8354;惨;106;0.0011;85.6926
8355;多多;106;0.0011;85.6915
8356;隐约;106;0.0011;85.697
8357;来得及;106;0.0011;85.7102
8358;文中;106;0.0011;85.7256
8359;浮动;106;0.0011;85.7245
8360;看上去;106;0.0011;85.7223
8361;昆明;106;0.0011;85.7212
8362;继而;106;0.0011;85.7201
8363;直升飞机;106;0.0011;85.719
8364;衍射;106;0.0011;85.7179
8365;树皮;106;0.0011;85.7234
8366;柜台;106;0.0011;85.7168
8367;气力;106;0.0011;85.7157
8368;劲头;106;0.0011;85.7146
8369;底部;106;0.0011;85.7135
8370;深山;106;0.0011;85.7124
8371;少年儿童;106;0.0011;85.6728
8372;俱乐部;106;0.0011;85.708
8373;细微;106;0.0011;85.7058
8374;板凳;106;0.0011;85.7113
8375;真挚;106;0.0011;85.7036
8376;勾;106;0.0011;85.675
8377;德育;106;0.0011;85.6651
8378;开心;106;0.0011;85.6684
8379;原子能;106;0.0011;85.6541
8380;交涉;106;0.0011;85.6662
8381;紊乱;106;0.0011;85.6695
8382;精美;106;0.0011;85.664
8383;公有;106;0.0011;85.6629
8384;歧视;106;0.0011;85.6618
8385;婆;106;0.0011;85.6607
8386;得罪;106;0.0011;85.6596
8387;工作会议;106;0.0011;85.6585
8388;伊朗;106;0.0011;85.6574
8389;经验教训;106;0.0011;85.6563
8390;驾;106;0.0011;85.6552
8391;真相;106;0.0011;85.6673
8392;艺人;106;0.0011;85.6805
8393;水下;106;0.0011;85.6882
8394;蓝天;106;0.0011;85.6871
8395;记号;106;0.0011;85.686
8396;陪同;106;0.0011;85.6849
8397;认可;106;0.0011;85.6838
8398;齐全;106;0.0011;85.6827
8399;买办;106;0.0011;85.6816
8400;当心;106;0.0011;85.6706
8401;魔鬼;106;0.0011;85.6794
8402;链;106;0.0011;85.6893
8403;上台;106;0.0011;85.6772
8404;全班;106;0.0011;85.6761
8405;记忆力;106;0.0011;85.6783
8406;笼;106;0.0011;85.6739
8407;女排;106;0.0011;85.6717
8408;坏蛋;105;0.0011;85.7762
8409;夸;105;0.0011;85.7586
8410;民俗;105;0.0011;85.7597
8411;大权;105;0.0011;85.7608
8412;贪婪;105;0.0011;85.7619
8413;冲进;105;0.0011;85.763
8414;词组;105;0.0011;85.7729
8415;亲友;105;0.0011;85.7641
8416;例证;105;0.0011;85.7564
8417;茧;105;0.0011;85.7652
8418;远大;105;0.0011;85.7663
8419;荒凉;105;0.0011;85.7674
8420;老同志;105;0.0011;85.7685
8421;机智;105;0.0011;85.7696
8422;渡过;105;0.0011;85.7707
8423;中文;105;0.0011;85.7751
8424;前天;105;0.0011;85.7861
8425;何种;105;0.0011;85.785
8426;成天;105;0.0011;85.7839
8427;点缀;105;0.0011;85.7828
8428;魔;105;0.0011;85.7817
8429;当上;105;0.0011;85.7806
8430;瓶子;105;0.0011;85.7872
8431;老干部;105;0.0011;85.7795
8432;迭;105;0.0011;85.7773
8433;柑桔;105;0.0011;85.7718
8434;庄重;105;0.0011;85.774
8435;所在地;105;0.0011;85.7575
8436;通讯员;105;0.0011;85.7542
8437;界线;105;0.0011;85.7344
8438;袖;105;0.0011;85.7531
8439;办公;105;0.0011;85.7366
8440;歌剧;105;0.0011;85.7784
8441;女真;105;0.0011;85.7267
8442;嫁接;105;0.0011;85.7355
8443;修复;105;0.0011;85.7399
8444;怪不得;105;0.0011;85.7333
8445;茶馆;105;0.0011;85.7322
8446;官僚主义;105;0.0011;85.7311
8447;碰见;105;0.0011;85.73
8448;互不;105;0.0011;85.7289
8449;晚会;105;0.0011;85.7278
8450;眼珠;105;0.0011;85.7377
8451;死刑;105;0.0011;85.741
8452;泉水;105;0.0011;85.7421
8453;终生;105;0.0011;85.7432
8454;围剿;105;0.0011;85.7443
8455;下方;105;0.0011;85.7454
8456;销售额;105;0.0011;85.7465
8457;念书;105;0.0011;85.7476
8458;良种;105;0.0011;85.7553
8459;削;105;0.0011;85.7487
8460;辩论;105;0.0011;85.7388
8461;湍流;105;0.0011;85.7498
8462;板块;105;0.0011;85.7509
8463;君主;105;0.0011;85.752
8464;一连串;104;0.0011;85.8422
8465;祖母;104;0.0011;85.8378
8466;好在;104;0.0011;85.8323
8467;毅力;104;0.0011;85.8367
8468;吞;104;0.0011;85.8356
8469;理论家;104;0.0011;85.8345
